"ï»¿""Key""",Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
GC4RKRKD,conferencePaper,2015,"Shahzadeh, Abbas; Khosravi, Abbas; Nahavandi, Saeid",Improving load forecast accuracy by clustering consumers using smart meter data,Proceedings of the 2015 International Joint Conference on Neural Networks (IJCNN),,,10.1109/IJCNN.2015.7280393,,"Utility companies provide electricity to a large number of consumers. These companies need to have an accurate forecast of the next day electricity demand. Any forecast errors will result in either reliability issues or increased costs for the company. Because of the widespread roll-out of smart meters, a large amount of high resolution consumption data is now accessible which was not available in the past. This new data can be used to improve the load forecast and as a result increase the reliability and decrease the expenses of electricity providers. In this paper, a number of methods for improving load forecast using smart meter data are discussed. In these methods, consumers are first divided into a number of clusters. Then a neural network is trained for each cluster and forecasts of these networks are added together in order to form the prediction for the aggregated load. In this paper, it is demonstrated that clustering increases the forecast accuracy significantly. Criteria used for grouping consumers play an important role in this process. In this work, three different feature selection methods for clustering consumers are explained and the effect of feature extraction methods on forecast error is investigated.",Jul-15,13/10/15 09:28,15/10/15 05:34,,01-Jul,,,,,,,,,,,,"Killarney, Ireland",,,,,,IEEE Xplore,,,"<div title=""Page 1""> <div> <div> <p>In this paper, a number of methods for improving load forecast using smart meter data are discussed. In these methods, consumers are first divided into a number of clusters. Then a neural network is trained for each cluster and forecasts of these networks are added together in order to form the prediction for the aggregated load.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/SP7548E6/abs_all.html; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/UTG9ABVQ/Shahzadeh et al. - 2015 - Improving load forecast accuracy by clustering con.pdf,,Clustering; ComputerScience; K-Means; LoadProfiling; SmartMeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Joint Conference on Neural Networks (IJCNN),,,,,,,,,,,,,,,
XKIAATA3,conferencePaper,2013,"Shao, Huijuan; Marwah, Manish; Ramakrishnan, Naren",A Temporal Motif Mining Approach to Unsupervised Energy Disaggregation: Applications to Residential and Commercial Buildings,Proceedings of the Twenty-Seventh AAAI Conference on Artificial Intelligence (AAAI 2013),,,,http://people.cs.vt.edu/~naren/papers/temp-motif-aaai13.pdf,,"July 14, 2013",18/09/15 08:04,07/10/15 09:57,,2250,,,250,,,,,,,,,"Bellevue, WA, USA",,,,,,,,,"<p>Non-intrusive appliance load monitoring has emerged as an attractive approach to study energy consumption patterns without instrumenting every device in a building. The ensu- ing computational problem is to disaggregate total energy us- age into usage by specific devices, to gain insight into con- sumption patterns. We exploit the temporal ordering implicit in on/off events of devices to uncover motifs (episodes) cor- responding to the operation of individual devices. Extracted motifs are then subjected to a sequence of constraint checks to ensure that the resulting episodes are interpretable. Our results reveal that motif mining is adept at distinguishing devices with multiple power levels and at disentangling the combinatorial operation of devices.</p>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/F67K2N28/1700 Shao.pdf,,ComputerScience; DirichletProcessGaussianMixtureModels; Disaggregation; MotifandDiscordDetection; SmartMeter; Unsupervised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conference on Artificial Intelligence (AAAI),,,,,,,,,,,,,,,
QTAH9TMT,conferencePaper,2013,"Singh, Rayman Preet; Keshav, S.; Brecht, Tim",A Cloud-based Consumer-centric Architecture for Energy Data Analytics,Proceedings of the Fourth International Conference on Future Energy Systems (e-Energy 2013),978-1-4503-2052-8,,10.1145/2487166.2487174,http://doi.acm.org/10.1145/2487166.2487174,"With the advent of utility-owned smart meters and smart appliances, the amount of data generated and collected about consumer energy consumption has rapidly increased. Energy usage data is of immense practical use for consumers for audits, analytics, and automation. Currently, utility companies collect, use, share, and discard usage data at their discretion, with no input from consumers. In many cases, consumers do not even have access to their own data. Moreover, consumers do not have the ability to extract actionable intelligence from their usage data using analytic algorithms of their own choosing: at best they are limited to the analysis chosen for them by their utility. We address these issues by designing and implementing a cloud-based architecture that provides consumers with fast access and fine-grained control over their usage data, as well as the ability to analyse this data with algorithms of their choosing, including third party applications that analyse that data in a privacy preserving fashion. We explain why a cloud-based solution is required, describe our prototype implementation, and report on some example applications we have implemented that demonstrate personal data ownership, control, and analytics.",2013,05/10/15 09:53,07/10/15 09:23,05/10/15 09:53,63â€“74,,,,,,,e-Energy '13,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,"<div title=""Page 1""> <div> <div> <p>We address these issues by designing and implementing a cloud-based architecture that provides consumers with fast access and fine-grained control over their usage data, as well as the ability to anal- yse this data with algorithms of their choosing, including third party applications that analyse that data in a privacy preserving fashion. We explain why a cloud-based solution is required, describe our prototype implementation, and re- port on some example applications we have implemented that demonstrate personal data ownership, control, and an- alytics.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/J8XTNNQM/Singh et al. - 2013 - A Cloud-based Consumer-centric Architecture for En.pdf,,ComputerScience; EnergyInformationSystem; EnergyManagment; Operations; VisualAnalytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Conference on Future Energy Systems (e-Energy),,,,,,,,,,,,,,,
HUMBE2I5,journalArticle,2015,"Sun, Yan; Wu, Tin-Yu; Zhao, Guotao; Guizani, M.",Efficient Rule Engine for Smart Building Systems,IEEE Transactions on Computers,,0018-9340,10.1109/TC.2014.2345385,,"In smart building systems, the automatic control of devices relies on matching the sensed environment information to customized rules. With the development of wireless sensor and actuator networks (WSANs), low-cost and self-organized wireless sensors and actuators can enhance smart building systems, but produce abundant sensing data. Therefore, a rule engine with ability of efficient rule matching is the foundation of WSANs based smart building systems. However, traditional rule engines mainly focus on the complex processing mechanism and omit the amount of sensing data, which are not suitable for large scale WSANs based smart building systems. To address these issues, we build an efficient rule engine. Specifically, we design an atomic event extraction module for extracting atomic event from data messages, and then build a Î_-network to acquire the atomic conditions for parsing the atomic trigger events. Taking the atomic trigger events as the key set of MPHF, we construct the minimal perfect hash table which can filter the majority of the unused atomic event with O(1) time overhead. Moreover, a rule engine adaption scheme is proposed to minimize the rule matching overhead. We implement the proposed rule engine in a practical smart building system. The experimental results show that the rule engine can perform efficiently and flexibly with high data throughput and large rule set.",Jun-15,13/10/15 09:06,13/10/15 09:06,,1658-1669,,6,64,,,,,,,,,,,,,,,IEEE Xplore,,,"<div title=""Page 1""> <div> <div> <p>Specifically, we design an atomic event extraction module for extracting atomic event from data messages, and then build a b-network to acquire the atomic conditions for parsing the atomic trigger events. Taking the atomic trigger events as the key set of MPHF, we construct the minimal perfect hash table which can filter the majority of the unused atomic event with O(1) time overhead. Moreover, a rule engine adaption scheme is proposed to minimize the rule matching overhead.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/AIF8R39M/abs_all.html; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/TF9DU765/Sun et al. - 2015 - Efficient Rule Engine for Smart Building Systems.pdf,,AnomalyDetection; DataAssociationRules; ElectricalEngineering; NoveltyDetection; Subsystem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XCA4WNES,conferencePaper,2012,"Thanayankizil, L V; Ghai, S K; Chakraborty, D; Seetharam, D P",Softgreen: Towards energy management of green office buildings with soft sensors,Proceedings of the Fourth International Conference on Communication Systems and Networks (COMSNETS 2012),978-1-4673-0296-8,,10.1109/COMSNETS.2012.6151374,http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=6151374,"This paper describes an approach for saving energy in commercial buildings, based on the information gathered from pre-existing opportunistic context sources. Most energy management systems rely on a heavy instrumentation strategy to infer occupancies, and unfortunately ignore already available opportunistic context sources, that can provide significant information about occupancy. We present models to conduct a Context Profiling with available context sources, to infer spatial occupancy measures. Further, we model electrical loads of several types to infer potential energy savings. Through a pilot study of a building with 5 users for 30 days, we identify intra-building areas where additional instrumentation of occupancy sensors is not necessary and demonstrate potential for significant reduction in energy consumption. We believe such Context Profiling can provide insights to significantly reduce deployment and management costs for future occupancy detection and energy management systems","January 3, 2012",18/09/15 08:04,07/10/15 09:58,,01-Jun,,,,,,,,,,,IEEE,"Bangalore, India",,,,,,,,,"<div title=""Page 1""> <div> <div> <p>This paper describes an approach for saving energy in commercial buildings, based on the information gathered from pre-existing opportunistic context sources. Most energy management systems rely on a heavy instrumentation strategy to infer occupancies, and unfortunately ignore already available opportunistic context sources, that can provide significant infor- mation about occupancy.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/GXSSVXAM/EA3E1482-2FB3-4191-88E3-AE2D9A1A5E8B.pdf,,ElectricalEngineering; MaximumLikelihood; MotifandDiscordDetection; OccupancyDetection; Operations; Unsupervised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Conference on Communication Systems and Networks (COMSNETS),,,,,,,,,,,,,,,
ZX4JF3W4,conferencePaper,2009,"Vale, Zita A; Ramos, Carlos; Ramos, SÃ©rgio; Pinto, Tiago",Data mining applications in power systemsâ€”Case-studies and future trends,"IEEE Transmission & Distribution Conference & Exposition: Asia and Pacific, 2009",1-4244-5230-9,,,http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=5356830,,"February 10, 2009",18/09/15 08:04,07/10/15 09:59,,01-Apr,,,,,,,,,,,IEEE,"Seoul, South Korea",,,,,,,,,"<div title=""Page 1""> <div> <div> <p>In the context of competitive electricity markets these data is of even higher value making clear the trend to make data mining techniques application in power systems more relevant. This paper presents two cases based on real data, showing the importance of the use of data mining for supporting demand response and for supporting player strategic behavior.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/P73VJS5B/Transmission & Distribution Conference & Exposition Asia and Pacific 2009 2009 Vale.pdf,,Clustering; CustomerClassification; DataMining; ElectricalEngineering; MultipleTechniques; SmartMeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Transmission & Distribution Conference & Exposition,,,,,,,,,,,,,,,
CHWEWEB8,journalArticle,2006,"Verdu, S V; Garcia, M O; Senabre, C; Marin, A G; Franco, F J G","Classification, Filtering, and Identification of Electrical Customer Load Patterns Through the Use of Self-Organizing Maps",IEEE Transactions on Power Systems,,,10.1109/TPWRS.2006.881133,http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=1717570,,"November 1, 2006",18/09/15 08:04,18/09/15 08:04,,1672-1682,,4,21,,IEEE Trans. Power Syst.,,,,,,,,,,,,,,,,"<div title=""Page 1""> <div> <div> <p>The objective of this paper is to review the capacity of some of them and specifically to test the ability of self-organizing maps (SOMs) to filter, classify, and extract patterns from distrib- utor, commercializer, or customer electrical demand databases. These market participants can achieve an interesting benefit through the knowledge of these patterns, for example, to evaluate the potential for distributed generation, energy efficiency, and demand-side response policies (market analysis). For simplicity, customer classification techniques usually used the historic load curves of each user.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/W6ATK6A5/IEEE Trans. Power Syst. 2006 Verdu.pdf,,Clustering; CustomerClassification; ElectricalEngineering; SelfOrganizingMaps; SmartMeter; Unsupervised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D9KFTGTN,journalArticle,2014,"Wang, Endong; Shen, Zhigang; Grosskopf, Kevin",Benchmarking energy performance of building envelopes through a selective residual-clustering approach using high dimensional dataset,Energy and Buildings,,0378-7788,10.1016/j.enbuild.2013.12.055,http://www.sciencedirect.com/science/article/pii/S0378778814000048,"Benchmarking energy performance of existing residential buildingsâ€™ envelopes remains a challenge due to the complex physical and non-physical interacting factors of buildings. Regression analysis with sufficient data samples can be attractive for benchmarking application due to its capability in neutralizing the effects of noise variables. However, multicollinearity effects among explanatory variables often lead to unreliable regression models, especially in cases of high-dimensional variables. Principal Component Regression can transform co-linear variables via principal component analysis to orthogonal components and simultaneously has the neutralization function of linear regression analysis of high dimensional dataset. A new benchmarking method is developed using multivariate linear regression analysis with principal component analysis to address the multicollinearity risk with high dimensional dataset. The method was applied to datasets of a real project. The results indicate that Principal Component Regression is able to address multicollinearity risk, through using fewer orthogonal principal components that are linear combinations of original variables. The benchmarking outcome using this method is validated through infrared thermography validation. The benchmarking result is superior to that of the traditional statistical rating method using average energy consumption of buildings.",Jun-14,13/10/15 08:31,13/10/15 08:31,13/10/15 08:31,Oct-22,,,75,,Energy and Buildings,,,,,,,,,,,,,ScienceDirect,,,"<div title=""Page 1""> <div> <div> <p>A new benchmarking method is developed using multivariate linear regression analysis with principal component analysis to address the multicollinearity risk with high dimensional dataset. The method was applied to datasets of a real project. The results indicate that Principal Component Regression is able to address multicollinearity risk, through using fewer orthogonal principal components that are linear combinations of original variables.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/62T75WID/Wang et al. - 2014 - Benchmarking energy performance of building envelo.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/WGIPJ7RW/S0378778814000048.html,,BuildingEnergyAnalysis; Clustering; Operations; PCA; RetrofitAnalysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P34F6EPP,journalArticle,2005,"Wang, Shengwei; Cui, J","Sensor-fault detection, diagnosis and estimation for centrifugal chiller systems using principal-component analysis method",Applied Energy,,,,http://www.sciencedirect.com/science/article/pii/S0306261904001953,"An online strategy is developed to detect, diagnose and validate sensor faults in centrifugal chillers. Considering thermophysical characteristics of the water-cooled centrifugal chillers, a dozen sensors of great concern in the chiller-system monitoring and controls were ...","January 1, 2005",18/09/15 08:04,01/10/15 11:23,,,,,,,Applied Energy,,,,,,,,,,,,,,,,"<p>An online strategy is developed to detect, diagnose and validate sensor faults in centrifugal chillers. Considering thermophysical characteristics of the water-cooled centrifugal chillers, a dozen sensors of great concern in the chiller-system monitoring and controls were assigned into two models based on principal-component analysis. Each of the two models can group a set of correlated variables and capture the systematic trends of the chillers.</p>","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/XRE7EIZ2/Wang and Cui - 2005 - Sensor-fault detection, diagnosis and estimation f.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/MBVRHVIB/S0306261904001953.html; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/DZZSXWJP/S0306261904001953.html",,AnomalyDetection; BuildingEnergyAnalysis; Component; NoveltyDetection; PCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4FF8G4XU,journalArticle,2010,"Wang, Shengwei; Zhou, Qiang; Xiao, Fu",A system-level fault detection and diagnosis strategy for HVAC systems involving sensor faults,Energy and Buildings,,,10.1016/j.enbuild.2009.10.017,http://dx.doi.org/10.1016/j.enbuild.2009.10.017,,"April 1, 2010",18/09/15 08:04,18/09/15 08:04,,477-490,,4,42,,Energy and Buildings,,,,,,,,,,,,,,,,"<div title=""Page 1""> <div> <div> <p>This paper presents a strategy for fault detection and diagnosis (FDD) of HVAC systems involving sensor faults at the system level. Two schemes are involved in the system-level FDD strategy, i.e. system FDD scheme and sensor fault detection, diagnosis and estimation (FDD&amp;E) scheme. In the system FDD scheme, one or more performance indices (PIs) are introduced to indicate the performance status (normal or faulty) of each system. Regression models are used as the benchmarks to validate the PIs computed from the actual measurements. The reliability of the system FDD is affected by the health of sensor measurements. A method based on principal component analysis (PCA) is used to detect and diagnose the sensor bias and to correct the sensor bias prior to the use of the system FDD scheme.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/ZX6G7DB6/Energy and Buildings 2010 Wang.pdf,,AnomalyDetection; BuildingEnergyAnalysis; NoveltyDetection; PCA; Subsystem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HJGAV2JF,journalArticle,2014,"Wijayasekara, D.; Linda, O.; Manic, M.; Rieger, C.",Mining Building Energy Management System Data Using Fuzzy Anomaly Detection and Linguistic Descriptions,IEEE Transactions on Industrial Informatics,,1551-3203,10.1109/TII.2014.2328291,,"Building Energy Management Systems (BEMSs) are essential components of modern buildings that are responsible for minimizing energy consumption while maintaining occupant comfort. However, since indoor environment is dependent on many uncertain criteria, performance of BEMS can be suboptimal at times. Unfortunately, complexity of BEMSs, large amount of data, and interrelations between data can make identifying these suboptimal behaviors difficult. This paper proposes a novel Fuzzy Anomaly Detection and Linguistic Description (Fuzzy-ADLD)-based method for improving the understandability of BEMS behavior for improved state-awareness. The presented method is composed of two main parts: 1) detection of anomalous BEMS behavior; and 2) linguistic representation of BEMS behavior. The first part utilizes modified nearest neighbor clustering algorithm and fuzzy logic rule extraction technique to build a model of normal BEMS behavior. The second part of the presented method computes the most relevant linguistic description of the identified anomalies. The presented Fuzzy-ADLD method was applied to real-world BEMS system and compared against a traditional alarm-based BEMS. Six different scenarios were tested, and the presented Fuzzy-ADLD method identified anomalous behavior either as fast as or faster (an hour or more) than the alarm based BEMS. Furthermore, the Fuzzy-ADLD method identified cases that were missed by the alarm-based system, thus demonstrating potential for increased state-awareness of abnormal building behavior.",Aug-14,13/10/15 09:04,13/10/15 09:06,,1829-1840,,3,10,,,,,,,,,,,,,,,IEEE Xplore,,,"<div title=""Page 1""> <div> <div> <p>The presented method is composed of two main parts: 1) detection of anomalous BEMS behavior; and 2) linguistic representation of BEMS behavior. The first part utilizes modified nearest neighbor clustering algorithm and fuzzy logic rule extraction technique to build a model of normal BEMS behavior. The second part of the presented method computes the most relevant linguistic description of the identified anomalies.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/HCBEPWUR/abs_all.html; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/URJEE2KX/Wijayasekara et al. - 2014 - Mining Building Energy Management System Data Usin.pdf,,AnomalyDetection; ComputerScience; FuzzyALD; NoveltyDetection; Subsystem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUZXQMWP,conferencePaper,2012,"Wrinch, Michael; El-Fouly, Tarek HM; Wong, Steven",Anomaly detection of building systems using energy demand frequency domain analysis,"Power and Energy Society General Meeting, 2012 IEEE",,,,http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6344790,,"January 1, 2012",18/09/15 08:04,07/10/15 10:07,,01-Jun,,,,,,,,,,,IEEE,"San Diego, CA, USA",,,,,,,,,"<div title=""Page 1""> <div> <div> <p>This paper presents and demonstrates a method to quickly identify when regular periodic activities, such as a daily night setback on a thermostat, are inappropriately configured or accidentally reset. Anomalies in periodic building operations are identified by analyzing smart meter electrical demand data in the frequency domain with a weekly travelling time window instead of using time domain functions such as load factor.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/C4583VK9/2012 Wrinch.pdf,,AnomalyDetection; ElectricalEngineering; FourierTransform; NoveltyDetection; WholeBuilding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Power and Energy Society General Meeting,,,,,,,,,,,,,,,
7EBZDZGD,journalArticle,2014,"Xiao, Fu; Fan, Cheng",Data mining in building automation system for improving building operational performance,Energy and Buildings,,,10.1016/j.enbuild.2014.02.005,http://dx.doi.org/10.1016/j.enbuild.2014.02.005,"Energy & Buildings, 75 (2014) 109-118. doi:10.1016/j.enbuild.2014.02.005","June 1, 2014",18/09/15 08:04,01/10/15 09:58,,109-118,,,75,,Energy and Buildings,,,,,,,,,,,,,,,,"<div title=""Page 1""> <div> <div> <p>This study investigates the use of DM for analyzing the large data sets in BAS with the aim of improving building operational performance. An applicable framework for mining BAS database is proposed. The framework is implemented to mine the BAS database of the tallest building in Hong Kong. After data preparation, clustering analysis is performed to identify the typical power consumption patterns of the building. Then, association rule mining is adopted to unveil the associations among power consumptions of major components in each cluster. Lastly, post-mining is conducted to interpret the rules.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/4P97CT3B/E4F0D4EF-AB4E-4F2F-A5E3-7502EC8E1B27.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/43Q4KDXS/Xiao and Fan - 2014 - Data mining in building automation system for impr.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/VC9KZC26/S0378778814001169.html,,BuildingEnergyAnalysis; DataAssociationRules; DataMining; EnergyManagment; Operations; RuleExtraction; Unsupervised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH86XGQD,conferencePaper,2008,"Yoshida, Keigo; Inui, Minoru; Yairi, Takehisa; Machida, Kazuo; Shioya, Masaki; Masukawa, Yoshio",Identification of Causal Variables for Building Energy Fault Detection by Semi-supervised LDA and Decision Boundary Analysis,"Data Mining Workshops, 2008. ICDMW '08. IEEE International Conference on",0-7695-3503-8,,10.1109/ICDM.W.o2r0k0s8h.o4p4s.2008.46,http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=4733934,"This paper addresses the identification problem of causal variables for the system anomaly. In real-world complicated systems, even experts often fail to specify causal factors, thus they attempt to detect the anomaly with exploratory heuristics. Our goal is to offer further information that supports anomaly cause analysis using the incomplete empirical knowledge. Proposed technique discovers responsible factors for the fault by leveraging domain knowledge with an effective combination of semi-supervised linear discriminant analysis (LDA) and boundary-based discriminative subspace identification method. Experimental results on synthetic and real dataset confirmed validity of our approach. Moreover, we applied this method to the building energy fault diagnosis and succeeded in extracting causal variables for energy waste in a building. View full abstract","January 1, 2008",18/09/15 08:04,07/10/15 10:05,,164-173,,,,,,,,,,,,"Pisa, Italy",,,,,,,,,"<div title=""Page 1""> <div> <div> <p>This paper addresses the identification problem of causal variables for the system anomaly. In real-world compli- cated systems, even experts often fail to specify causal factors, thus they attempt to detect the anomaly with ex- ploratory heuristics. Our goal is to offer further infor- mation that supports anomaly cause analysis using the in- complete empirical knowledge. Proposed technique discov- ers responsible factors for the fault by leveraging domain knowledge with an effective combination of semi-supervised linear discriminant analysis (LDA) and boundary-based discriminative subspace identification method.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/DJ5WAVFI/2008 Yoshida.pdf,,AnomalyDetection; DataMining; ElectricalEngineering; LinearDescriminantAnalysis; NoveltyDetection; Unsupervised; WholeBuilding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE International Conference on Data Mining Workshop (ICDMW),,,,,,,,,,,,,,,
S6VWECDN,journalArticle,2013,"Yu, Zhun Jerry; Fung, Benjamin C M; Haghighat, Fariborz",Extracting knowledge from building-related data â€” A data mining framework,Building Simulation,,,10.1007/s12273-013-0117-8,http://link.springer.com/10.1007/s12273-013-0117-8,,"March 13, 2013",18/09/15 08:04,18/09/15 08:04,,207-222,,2,6,,Build. Simul.,,,,,,,,,,,,,,,,"<div title=""Page 1""> <div> <div> <div> <p>This paper first conducts a comprehensive review of the commonly used data analysis methods applied to building-related data. Both the strengths and weaknesses of each method are discussed. Then, the critical analysis of the previous solutions to three fundamental problems of building energy performance improvement that remain significant barriers is performed. Considering the limitations of those commonly used data analysis methods, data mining techniques are proposed as a primary tool to analyze building-related data. Moreover, a data analysis process and a data mining framework are proposed that enable building-related data to be analyzed more efficiently. The process refers to a series of sequential steps in analyzing data. The framework includes different data mining techniques and algorithms, from which a set of efficient data analysis methodologies can be developed.</p> </div> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/URTQPBRI/2013 Yu.pdf,,BuildingSimulation; DataAssociationRules; DataMining; EnergyManagment; Operations; RuleExtraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2AM9MMDN,journalArticle,2012,"Yu, Zhun Jerry; Haghighat, Fariborz; Fung, Benjamin C M; Zhou, Liang",A novel methodology for knowledge discovery through mining associations between building operational data,Energy and Buildings,,,10.1016/j.enbuild.2011.12.018,http://dx.doi.org/10.1016/j.enbuild.2011.12.018,"Energy & Buildings, 47 (2011) 430-440. 10.1016/j.enbuild.2011.12.018","April 1, 2012",18/09/15 08:04,18/09/15 08:04,,430-440,,,47,,Energy and Buildings,,,,,,,,,,,,,,,,"<div title=""Page 1""> <div> <div> <p>This paper reports the development of a new methodology for examining all associations and correlations between building operational data, thereby discovering useful knowledge about energy conservation. The method is based on a basic data mining technique (association rule mining).</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/X8WSC6ZV/Energy and Buildings 2012 Yu.pdf,,AnomalyDetection; BuildingEnergyAnalysis; Component; DataAssociationRules; RuleExtraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QVIHW36A,journalArticle,2013,"Zhou, Kai-le; Yang, Shan-lin; Shen, Chao",A review of electric load classification in smart grid environment,Renewable and Sustainable Energy Reviews,,,10.1016/j.rser.2013.03.023,http://dx.doi.org/10.1016/j.rser.2013.03.023,"Renewable and Sustainable Energy Reviews, 24 + (2013) 103-110. doi:10.1016/j.rser.2013.03.023","August 1, 2013",18/09/15 08:04,18/09/15 08:04,,103-110,,C,24,,Renewable and Sustainable Energy Reviews,,,,,,,,,,,,,,,,"<div title=""Page 1""> <div> <div> <div title=""Page 1""> <div> <div> <p>The load data in smart grid contains a lot of valuable knowledge, which is useful for both electricity producers and consumers. Load classification is an important issue in load data mining. A five-stage process model of load classification is constructed based on the summary and analysis of studies about load classification in smart grid environment. Then, the commonly used clustering methods for load classification are summarized and briefly reviewed, and the well-known evaluation methods for load classification are also introduced. Besides, the applications of load classification, including bad data identification and correction, load forecasting and tariff setting, are discussed.</p> </div> </div> </div> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/KMGUK8DV/Renewable and Sustainable Energy Reviews 2013 Zhou.pdf,,Review; SmartMeter; Unsupervised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
