"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"3DHHJCTB","conferencePaper","2009","Räsänen, Teemu; Kolehmainen, Mikko","Feature-based clustering for electricity use time series data","Adaptive and Natural Computing Algorithms: 9th International Conference, ICANNGA 2009","3-642-04920-6","","","http://link.springer.com/chapter/10.1007/978-3-642-04921-7_41","","2009-01-01","2015-09-18 08:04:17","2015-10-07 10:03:53","","401-412","","","","","","","","","","","Springer","Kuopio, Finland","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/S8Z7XV2V/2009 Räsänen.pdf","","Clustering; Done; ElectricalEngineering; LoadProfiling; MultipleTechniques; SmartMeter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","International Conference on Adaptive and Natural Computing Algorithms (ICANNGA)","","","","","","","","","","","","","","",""
"GM53EHQA","journalArticle","2008","Räsänen, Teemu; Ruuskanen, Juhani; Kolehmainen, Mikko","Reducing energy consumption by using self-organizing maps to create more personalized electricity use information","Applied Energy","","0306-2619","10.1016/j.apenergy.2007.10.012","http://www.sciencedirect.com/science/article/pii/S030626190800007X","Identification of electricity use is one of the key elements to motivate customers to promote activities leading more efficient use of energy. Furthermore, electricity use comparisons with other similar customers give more interesting and concrete point of view to examine own consumption habits. In future, electricity providers and retailers are willing and probably forced by legislation to provide such information by the means of energy conservation and efficiency improvement. On the other hand, high number of customers set challenges to handle electricity use data and to create proper comparison information. In this study we present efficient and highly automated way to create comparison groups based on customers building characteristics. The main advantages of the data-based approach are that customer location is noticed, comparison groups are created using concrete building information, data processing is highly automated and also method is computationally efficient. Additionally, presented method provide tool to target and to create customer specific electricity saving guidance. The performance of suggested approach was tested using data set which contained electricity use and building information concerning almost 8000 customers.","2008-09","2015-10-05 09:34:55","2015-10-05 09:34:55","2015-10-05 09:34:55","830-840","","9","85","","Applied Energy","","","","","","","","","","","","","ScienceDirect","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/WE3IVXAV/Räsänen et al. - 2008 - Reducing energy consumption by using self-organizi.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/2NESDCM4/S030626190800007X.html","","Clustering; ComputerScience; CustomerClassification; Done; SelfOrganizingMaps; SmartMeter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QA57SNGW","book","2011","Reddy, T. Agami","Applied data analysis and modeling for energy engineers and scientists","","978-1-4419-9612-1","","","https://books.google.com/books?hl=en&lr=&id=UkWvWDFiDf4C&oi=fnd&pg=PR9&dq=+%22Applied+data+analysis+and+modeling+for+energy+engineers+and+scientists%22+T+Agami+Reddy&ots=tEUJEuedXl&sig=e41JNtpT78gpFI64XB6sNt_hQF4","","2011","2015-10-02 08:56:47","2015-10-02 08:57:28","2015-10-02 08:56:47","","660","","","","","","","","","","Springer Science & Business Media","","","","","","","Google Scholar","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/JPHHF3F3/0-Applied Data Analysis and Modeling for Energy Engineers and Scientists .pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/UZMTIXCQ/books.html","","BuildingEnergyAnalysis; Done; Operations; Review","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77P5EKA6","conferencePaper","2014","Reinhardt, Andreas; Koessler, Sebastian","PowerSAX: Fast motif matching in distributed power meter data using symbolic representations","Proceedings of 9th IEEE International Workshop on Practical Issues in Building Sensor Network Applications (SenseApp 2014)","978-1-4799-3784-4 978-1-4799-3782-0","","10.1109/LCNW.2014.6927699","http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=6927699","","2014-09","2015-09-21 07:59:22","2015-10-07 09:56:46","2015-09-21 07:59:22","531-538","","","","","","PowerSAX","","","","","IEEE","Edmonton, Canada","","","","","","CrossRef","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/KBNXS4MH/06927699.pdf","","Disaggregation; Done; ElectricalEngineering; MotifandDiscordDetection; SAX; SmartMeter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IEEE Workshop on Practical Issues in Building Sensor Network Applications (SensApp)","","","","","","","","","","","","","","",""
"IHSPBZP7","journalArticle","2016","Ruparathna, Rajeev; Hewage, Kasun; Sadiq, Rehan","Improving the energy efficiency of the existing building stock: A critical review of commercial and institutional buildings","Renewable and Sustainable Energy Reviews","","1364-0321","10.1016/j.rser.2015.09.084","http://www.sciencedirect.com/science/article/pii/S1364032115010540","The building stock in the world consumes approximately 40% of the energy and emits one third of the total greenhouse gases emissions (GHG). Improving the energy efficiency in buildings is vital to address the climate change and achieve energy independence (i.e. to become net-zero energy). Improving energy performance in existing buildings has been receiving significant attention recently, which entails reducing energy demand for building operations, without affecting the health and comfort of its occupants. This approach requires strategies beyond mere technical advancements. However, there is limited published literature which has comprehensively addressed these issues. The aim of this paper is to critically review existing body-of-the-knowledge on improving energy efficiency of operating both commercial and institutional buildings. Peer-reviewed journal articles published from year 2000 to 2014 in reputed journals were reviewed. This review investigated contemporary energy efficiency approaches including technical, organizational, and behavioural changes. Based on the comprehensive literature review, a strategy map was developed as a pathway for achieving better building energy performance. It was noted that even though the existing studies predominately focused on technical advancements, approaches such as building behavioural changes have been largely overlooked. Findings of this study provide an important basis for setting up a national and organization wide strategy for improving the energy efficiency of commercial and institutional buildings.","2016-01","2016-04-18 13:10:47","2016-04-18 13:10:47","2016-04-18 13:10:47","1032-1045","","","53","","Renewable and Sustainable Energy Reviews","Improving the energy efficiency of the existing building stock","","","","","","","","","","","","ScienceDirect","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/QMQ3UFIT/Ruparathna et al. - 2016 - Improving the energy efficiency of the existing bu.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/UUEC8HFG/S1364032115010540.html","","","Commercial and institutional buildings; Critical review; Energy efficiency; Existing buildings; sustainability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XI23MZD5","journalArticle","2007","Santamouris, M; Mihalakakou, G; Patargias, P; Gaitani, N; Sfakianaki, K; Papaglastra, M; Pavlou, C; Doukas, P; Primikiri, E; Geros, V; Assimakopoulos, M N; Mitoula, R; Zerefos, S","Using intelligent clustering techniques to classify the energy performance of school buildings","Energy and Buildings","","","10.1016/j.enbuild.2006.04.018","http://linkinghub.elsevier.com/retrieve/pii/S0378778806001502","","2007-01-01","2015-09-18 08:04:17","2015-09-18 08:04:17","","45-51","","1","39","","Energy and Buildings","","","","","","","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/9DXQBX9F/Energy and Buildings 2007 Santamouris.pdf","","BuildingEnergyAnalysis; Classifying; Clustering; Done; FuzzyClustering; PortfolioAnalysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H7K83UGI","bookSection","2009","Sedano, Javier; Villar, José Ramón; Curiel, Leticia; De La Cal, Enrique; Corchado, Emilio","Improving energy efficiency in buildings using machine intelligence","Intelligent Data Engineering and Automated Learning-IDEAL 2009","3-642-04393-3","","","http://link.springer.com/chapter/10.1007/978-3-642-04394-9_95","","2009-01-01","2015-09-18 08:04:17","2015-09-18 08:04:17","","773-782","","","","","","","","","","","Springer","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/KQXTJBUZ/2009 Sedano.pdf","","Clustering; ComputerScience; Done; MaximumLikelihood; PortfolioAnalysis; Targeting; Unsupervised","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3XRNAJ9P","journalArticle","2005","Seem, John E","Pattern recognition algorithm for determining days of the week with similar energy consumption profiles","Energy and Buildings","","","10.1016/j.enbuild.2004.04.004","http://linkinghub.elsevier.com/retrieve/pii/S0378778804001434","","2005-02-01","2015-09-18 08:04:18","2015-09-18 08:04:18","","127-139","","2","37","","Energy and Buildings","","","","","","","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/D2NBE4Q8/Energy and Buildings 2005 Seem.pdf","","BuildingEnergyAnalysis; Characterization; Clustering; Done; Hierarchical; PortfolioAnalysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HZAWRJNR","journalArticle","2006","Seem, John E","Using intelligent data analysis to detect abnormal energy consumption in buildings","Energy and Buildings","","","10.1016/j.enbuild.2006.03.033","http://linkinghub.elsevier.com/retrieve/pii/S0378778806001514","","2006-03-01","2015-09-18 08:04:18","2015-09-18 08:04:18","","52-58","","1","39","","Energy and Buildings","","","","","","","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/VHX3XVS7/Energy and Buildings 2006 Seem.pdf","","AnomalyDetection; BuildingEnergyAnalysis; Done; GeneralizedExtremeStudentizedDeviate; NoveltyDetection; WholeBuilding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GC4RKRKD","conferencePaper","2015","Shahzadeh, Abbas; Khosravi, Abbas; Nahavandi, Saeid","Improving load forecast accuracy by clustering consumers using smart meter data","Proceedings of the 2015 International Joint Conference on Neural Networks (IJCNN)","","","10.1109/IJCNN.2015.7280393","","Utility companies provide electricity to a large number of consumers. These companies need to have an accurate forecast of the next day electricity demand. Any forecast errors will result in either reliability issues or increased costs for the company. Because of the widespread roll-out of smart meters, a large amount of high resolution consumption data is now accessible which was not available in the past. This new data can be used to improve the load forecast and as a result increase the reliability and decrease the expenses of electricity providers. In this paper, a number of methods for improving load forecast using smart meter data are discussed. In these methods, consumers are first divided into a number of clusters. Then a neural network is trained for each cluster and forecasts of these networks are added together in order to form the prediction for the aggregated load. In this paper, it is demonstrated that clustering increases the forecast accuracy significantly. Criteria used for grouping consumers play an important role in this process. In this work, three different feature selection methods for clustering consumers are explained and the effect of feature extraction methods on forecast error is investigated.","2015-07","2015-10-13 09:28:26","2015-10-15 05:34:14","","1-7","","","","","","","","","","","","Killarney, Ireland","","","","","","IEEE Xplore","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/SP7548E6/abs_all.html; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/UTG9ABVQ/Shahzadeh et al. - 2015 - Improving load forecast accuracy by clustering con.pdf","","Clustering; ComputerScience; Done; K-Means; LoadProfiling; SmartMeter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","International Joint Conference on Neural Networks (IJCNN)","","","","","","","","","","","","","","",""
"XKIAATA3","conferencePaper","2013","Shao, Huijuan; Marwah, Manish; Ramakrishnan, Naren","A Temporal Motif Mining Approach to Unsupervised Energy Disaggregation: Applications to Residential and Commercial Buildings","Proceedings of the Twenty-Seventh AAAI Conference on Artificial Intelligence (AAAI 2013)","","","","http://people.cs.vt.edu/~naren/papers/temp-motif-aaai13.pdf","","2013-07-14","2015-09-18 08:04:14","2015-10-07 09:57:58","","2250","","","250","","","","","","","","","Bellevue, WA, USA","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/F67K2N28/1700 Shao.pdf","","ComputerScience; DirichletProcessGaussianMixtureModels; Disaggregation; Done; MotifandDiscordDetection; SmartMeter; Unsupervised","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Conference on Artificial Intelligence (AAAI)","","","","","","","","","","","","","","",""
"6FPNNUUD","conferencePaper","1996","Shneiderman, B.","The eyes have it: a task by data type taxonomy for information visualizations",", IEEE Symposium on Visual Languages, 1996. Proceedings","","","10.1109/VL.1996.545307","","A useful starting point for designing advanced graphical user interfaces is the visual information seeking Mantra: overview first, zoom and filter, then details on demand. But this is only a starting point in trying to understand the rich and varied set of information visualizations that have been proposed in recent years. The paper offers a task by data type taxonomy with seven data types (one, two, three dimensional data, temporal and multi dimensional data, and tree and network data) and seven tasks (overview, zoom, filter, details-on-demand, relate, history, and extracts)","1996-09","2015-10-19 03:29:51","2016-03-30 14:30:36","","336-343","","","","","","The eyes have it","","","","","","","","","","","","IEEE Xplore","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/HRH8UMTQ/abs_all.html; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/VTEEERR3/Shneiderman - 1996 - The eyes have it a task by data type taxonomy for.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/6JWQ266H/Shneiderman - 1996 - The eyes have it A task by data type taxonomy for.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/GU6X5N6E/login.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IEEE Symposium on Visual Languages","","","","","","","","","","","","","","",""
"HUMBE2I5","journalArticle","2015","Sun, Yan; Wu, Tin-Yu; Zhao, Guotao; Guizani, M.","Efficient Rule Engine for Smart Building Systems","IEEE Transactions on Computers","","0018-9340","10.1109/TC.2014.2345385","","In smart building systems, the automatic control of devices relies on matching the sensed environment information to customized rules. With the development of wireless sensor and actuator networks (WSANs), low-cost and self-organized wireless sensors and actuators can enhance smart building systems, but produce abundant sensing data. Therefore, a rule engine with ability of efficient rule matching is the foundation of WSANs based smart building systems. However, traditional rule engines mainly focus on the complex processing mechanism and omit the amount of sensing data, which are not suitable for large scale WSANs based smart building systems. To address these issues, we build an efficient rule engine. Specifically, we design an atomic event extraction module for extracting atomic event from data messages, and then build a β-network to acquire the atomic conditions for parsing the atomic trigger events. Taking the atomic trigger events as the key set of MPHF, we construct the minimal perfect hash table which can filter the majority of the unused atomic event with O(1) time overhead. Moreover, a rule engine adaption scheme is proposed to minimize the rule matching overhead. We implement the proposed rule engine in a practical smart building system. The experimental results show that the rule engine can perform efficiently and flexibly with high data throughput and large rule set.","2015-06","2015-10-13 09:06:00","2015-10-13 09:06:00","","1658-1669","","6","64","","","","","","","","","","","","","","","IEEE Xplore","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/AIF8R39M/abs_all.html; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/TF9DU765/Sun et al. - 2015 - Efficient Rule Engine for Smart Building Systems.pdf","","AnomalyDetection; DataAssociationRules; Done; ElectricalEngineering; NoveltyDetection; Subsystem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XCA4WNES","conferencePaper","2012","Thanayankizil, L V; Ghai, S K; Chakraborty, D; Seetharam, D P","Softgreen: Towards energy management of green office buildings with soft sensors","Proceedings of the Fourth International Conference on Communication Systems and Networks (COMSNETS 2012)","978-1-4673-0296-8","","10.1109/COMSNETS.2012.6151374","http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=6151374","This paper describes an approach for saving energy in commercial buildings, based on the information gathered from pre-existing opportunistic context sources. Most energy management systems rely on a heavy instrumentation strategy to infer occupancies, and unfortunately ignore already available opportunistic context sources, that can provide significant information about occupancy. We present models to conduct a Context Profiling with available context sources, to infer spatial occupancy measures. Further, we model electrical loads of several types to infer potential energy savings. Through a pilot study of a building with 5 users for 30 days, we identify intra-building areas where additional instrumentation of occupancy sensors is not necessary and demonstrate potential for significant reduction in energy consumption. We believe such Context Profiling can provide insights to significantly reduce deployment and management costs for future occupancy detection and energy management systems","2012-01-03","2015-09-18 08:04:15","2015-10-07 09:58:31","","1-6","","","","","","","","","","","IEEE","Bangalore, India","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/GXSSVXAM/EA3E1482-2FB3-4191-88E3-AE2D9A1A5E8B.pdf","","Done; ElectricalEngineering; MaximumLikelihood; MotifandDiscordDetection; OccupancyDetection; Operations; Unsupervised","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","International Conference on Communication Systems and Networks (COMSNETS)","","","","","","","","","","","","","","",""
"ZX4JF3W4","conferencePaper","2009","Vale, Zita A; Ramos, Carlos; Ramos, Sérgio; Pinto, Tiago","Data mining applications in power systems—Case-studies and future trends","IEEE Transmission & Distribution Conference & Exposition: Asia and Pacific, 2009","1-4244-5230-9","","","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=5356830","","2009-02-10","2015-09-18 08:04:17","2015-10-07 09:59:42","","1-4","","","","","","","","","","","IEEE","Seoul, South Korea","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/P73VJS5B/Transmission & Distribution Conference & Exposition Asia and Pacific 2009 2009 Vale.pdf","","Clustering; CustomerClassification; DataMining; Done; ElectricalEngineering; MultipleTechniques; SmartMeter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IEEE Transmission & Distribution Conference & Exposition","","","","","","","","","","","","","","",""
"CHWEWEB8","journalArticle","2006","Verdu, S V; Garcia, M O; Senabre, C; Marin, A G; Franco, F J G","Classification, Filtering, and Identification of Electrical Customer Load Patterns Through the Use of Self-Organizing Maps","IEEE Transactions on Power Systems","","","10.1109/TPWRS.2006.881133","http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=1717570","","2006-11-01","2015-09-18 08:04:17","2015-09-18 08:04:17","","1672-1682","","4","21","","IEEE Trans. Power Syst.","","","","","","","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/W6ATK6A5/IEEE Trans. Power Syst. 2006 Verdu.pdf","","Clustering; CustomerClassification; Done; ElectricalEngineering; SelfOrganizingMaps; SmartMeter; Unsupervised","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P34F6EPP","journalArticle","2005","Wang, Shengwei; Cui, J","Sensor-fault detection, diagnosis and estimation for centrifugal chiller systems using principal-component analysis method","Applied Energy","","","","http://www.sciencedirect.com/science/article/pii/S0306261904001953","An online strategy is developed to detect, diagnose and validate sensor faults in centrifugal chillers. Considering thermophysical characteristics of the water-cooled centrifugal chillers, a dozen sensors of great concern in the chiller-system monitoring and controls were ...","2005-01-01","2015-09-18 08:04:18","2015-10-01 11:23:45","","","","","","","Applied Energy","","","","","","","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/XRE7EIZ2/Wang and Cui - 2005 - Sensor-fault detection, diagnosis and estimation f.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/MBVRHVIB/S0306261904001953.html; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/DZZSXWJP/S0306261904001953.html","","AnomalyDetection; BuildingEnergyAnalysis; Component; Done; NoveltyDetection; PCA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4FF8G4XU","journalArticle","2010","Wang, Shengwei; Zhou, Qiang; Xiao, Fu","A system-level fault detection and diagnosis strategy for HVAC systems involving sensor faults","Energy and Buildings","","","10.1016/j.enbuild.2009.10.017","http://dx.doi.org/10.1016/j.enbuild.2009.10.017","","2010-04-01","2015-09-18 08:04:16","2015-09-18 08:04:16","","477-490","","4","42","","Energy and Buildings","","","","","","","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/ZX6G7DB6/Energy and Buildings 2010 Wang.pdf","","AnomalyDetection; BuildingEnergyAnalysis; Done; NoveltyDetection; PCA; Subsystem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HJGAV2JF","journalArticle","2014","Wijayasekara, D.; Linda, O.; Manic, M.; Rieger, C.","Mining Building Energy Management System Data Using Fuzzy Anomaly Detection and Linguistic Descriptions","IEEE Transactions on Industrial Informatics","","1551-3203","10.1109/TII.2014.2328291","","Building Energy Management Systems (BEMSs) are essential components of modern buildings that are responsible for minimizing energy consumption while maintaining occupant comfort. However, since indoor environment is dependent on many uncertain criteria, performance of BEMS can be suboptimal at times. Unfortunately, complexity of BEMSs, large amount of data, and interrelations between data can make identifying these suboptimal behaviors difficult. This paper proposes a novel Fuzzy Anomaly Detection and Linguistic Description (Fuzzy-ADLD)-based method for improving the understandability of BEMS behavior for improved state-awareness. The presented method is composed of two main parts: 1) detection of anomalous BEMS behavior; and 2) linguistic representation of BEMS behavior. The first part utilizes modified nearest neighbor clustering algorithm and fuzzy logic rule extraction technique to build a model of normal BEMS behavior. The second part of the presented method computes the most relevant linguistic description of the identified anomalies. The presented Fuzzy-ADLD method was applied to real-world BEMS system and compared against a traditional alarm-based BEMS. Six different scenarios were tested, and the presented Fuzzy-ADLD method identified anomalous behavior either as fast as or faster (an hour or more) than the alarm based BEMS. Furthermore, the Fuzzy-ADLD method identified cases that were missed by the alarm-based system, thus demonstrating potential for increased state-awareness of abnormal building behavior.","2014-08","2015-10-13 09:04:48","2015-10-13 09:06:45","","1829-1840","","3","10","","","","","","","","","","","","","","","IEEE Xplore","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/HCBEPWUR/abs_all.html; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/URJEE2KX/Wijayasekara et al. - 2014 - Mining Building Energy Management System Data Usin.pdf","","AnomalyDetection; ComputerScience; Done; MultipleTechniques; NoveltyDetection; Subsystem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RUZXQMWP","conferencePaper","2012","Wrinch, Michael; El-Fouly, Tarek HM; Wong, Steven","Anomaly detection of building systems using energy demand frequency domain analysis","Power and Energy Society General Meeting, 2012 IEEE","","","","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6344790","","2012-01-01","2015-09-18 08:04:15","2015-10-07 10:07:10","","1-6","","","","","","","","","","","IEEE","San Diego, CA, USA","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/C4583VK9/2012 Wrinch.pdf","","AnomalyDetection; Done; ElectricalEngineering; FourierTransform; NoveltyDetection; WholeBuilding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IEEE Power and Energy Society General Meeting","","","","","","","","","","","","","","",""
"7EBZDZGD","journalArticle","2014","Xiao, Fu; Fan, Cheng","Data mining in building automation system for improving building operational performance","Energy and Buildings","","","10.1016/j.enbuild.2014.02.005","http://dx.doi.org/10.1016/j.enbuild.2014.02.005","Energy & Buildings, 75 (2014) 109-118. doi:10.1016/j.enbuild.2014.02.005","2014-06-01","2015-09-18 08:04:13","2015-10-01 09:58:22","","109-118","","","75","","Energy and Buildings","","","","","","","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/4P97CT3B/E4F0D4EF-AB4E-4F2F-A5E3-7502EC8E1B27.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/43Q4KDXS/Xiao and Fan - 2014 - Data mining in building automation system for impr.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/VC9KZC26/S0378778814001169.html","","BuildingEnergyAnalysis; DataAssociationRules; DataMining; Done; EnergyManagment; Operations; RuleExtraction; Unsupervised","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E4ZXQHQB","journalArticle","2015","Yarbrough, I.; Sun, Q.; Reeves, D. C.; Hackman, K.; Bennett, R.; Henshel, D. S.","Visualizing building energy demand for building peak energy analysis","Energy and Buildings","","0378-7788","10.1016/j.enbuild.2014.11.052","http://www.sciencedirect.com/science/article/pii/S0378778814010081","To better identify how to reduce peak demand charges for a university campus, we investigated the relationship between individual building peak demand and the campus peak energy use by evaluating the pattern of energy use across time and day. To facilitate this evaluation, we developed a pivot table analysis tool that enables ready cross-building comparisons in a visually intuitive display. We used a university campus as an example to facilitate potential peak demand charge savings based on analysis of which buildings contribute to peak energy demand, and understanding the factors contributing to that building-dependent energy demand.","2015-03-15","2016-01-06 07:40:07","2016-01-06 07:40:07","2016-01-06 07:40:07","10-15","","","91","","Energy and Buildings","","","","","","","","","","","","","ScienceDirect","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/MMH5X5IP/Yarbrough et al. - 2015 - Visualizing building energy demand for building pe.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/95H53JBR/Yarbrough et al. - 2015 - Visualizing building energy demand for building pe.html","","BuildingEnergyAnalysis; Characterization; Done; EnergyInformationSystem; PortfolioAnalysis; VisualAnalytics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CH86XGQD","conferencePaper","2008","Yoshida, Keigo; Inui, Minoru; Yairi, Takehisa; Machida, Kazuo; Shioya, Masaki; Masukawa, Yoshio","Identification of Causal Variables for Building Energy Fault Detection by Semi-supervised LDA and Decision Boundary Analysis","Data Mining Workshops, 2008. ICDMW '08. IEEE International Conference on","0-7695-3503-8","","10.1109/ICDM.W.o2r0k0s8h.o4p4s.2008.46","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=4733934","This paper addresses the identification problem of causal variables for the system anomaly. In real-world complicated systems, even experts often fail to specify causal factors, thus they attempt to detect the anomaly with exploratory heuristics. Our goal is to offer further information that supports anomaly cause analysis using the incomplete empirical knowledge. Proposed technique discovers responsible factors for the fault by leveraging domain knowledge with an effective combination of semi-supervised linear discriminant analysis (LDA) and boundary-based discriminative subspace identification method. Experimental results on synthetic and real dataset confirmed validity of our approach. Moreover, we applied this method to the building energy fault diagnosis and succeeded in extracting causal variables for energy waste in a building. View full abstract","2008-01-01","2015-09-18 08:04:17","2015-10-07 10:05:51","","164-173","","","","","","","","","","","","Pisa, Italy","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/DJ5WAVFI/2008 Yoshida.pdf","","AnomalyDetection; DataMining; Done; ElectricalEngineering; LinearDescriminantAnalysis; NoveltyDetection; Subsystem; Unsupervised","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IEEE International Conference on Data Mining Workshop (ICDMW)","","","","","","","","","","","","","","",""
